"id","name","category","image","download_file","preview","show_by","download_count","view_count","download_count2"
"421","🔥FAKER X MLBB","SPORT","https://i.ibb.co.com/QmzJjQy/FAKER-X-ML.png","https://github.com/Sparkies01/mlbb-intro/releases/download/v4.1.3/421_FAKER.X.MLBB.zip","https://github.com/bangzvl/ML-X-E-SPORT/blob/9e43e988d89feffc20f7fa95e5a58a191832892b/FAKER%20X%20MLBB.mp4","","7689","10999","6245"
"420","🔥OMG CUT ME THAT WAS ADDICTIVE","TIKTOK","https://i.ibb.co.com/TbbyVpV/TADI-OM-POTONG.png","https://github.com/Sparkies01/mlbb-intro/releases/download/v4.1.3/420_TADI.OM.POTONG.SAYA.Bikin.Candu.zip","https://github.com/bangzvl/MLBB-X-TIKTOK/blob/01aad79366ed0b547a27fbb1f566dd8587dffbec/TADI%20OM%20POTONG%20SAYA.mp4","","26354","21774","28958"
"419","🔥SHIKANOKO NOKONOKO KOSHITANTAN","ANIME","https://i.ibb.co.com/7zr8Rk9/SHIKANOKO-NOKONOKO-KOSHITANTAN.png","https://github.com/Sparkies01/mlbb-intro/releases/download/v4.1.3/419_SHIKANOKO.NOKONOKO.KOSHITANTAN.zip","https://github.com/bangzvl/Intro-Tools-ML/blob/d00ac39e08296ff5491e20fd9148ca63201b8a9e/SHIKONOKONOkonkon.mp4","","29356","27377","29214"
"418","🔥KATHRIN JKT48 LATE TREND","TIKTOK","https://i.ibb.co.com/jHMdycL/Salinan-dari-Thumbnail-Youtube-Moderen-Review-Barang-Otomotif-2.png","https://github.com/Sparkies01/mlbb-intro/releases/download/v4.1.3/418_KATHRIN.JKT48.TELAT.TREND.zip","https://github.com/bangzvl/Data-ML-X-TIKTOK/blob/bcd535f644621efb17fee386f75962f1f771a933/INTRO%20ML%20KATHRIN1.mp4","","82718","50274","79530"
"417","🔥KOBO X MARINE","HD_4K","https://i.ibb.co.com/dbncTrY/KOBO-X-MARINE.png","https://github.com/Sparkies01/mlbb-intro/releases/download/v4.1.3/417_KOBO.X.MARINE.zip","https://github.com/bangzvl/MLBB-X-4K/blob/2d6b3b11698d8c2f30ae3bc21970810de369399b/KOBO%20X%20MARINE.mp4","","17826","21156","14866"
"416","🔥CUTTING ACCIN BUND","TIKTOK","https://i.ibb.co.com/frkcYbp/naya-cantik.png","https://github.com/Sparkies01/mlbb-intro/releases/download/v4.1.3/416_NAYACANTIK.ACCin.BUND.zip","https://github.com/bangzvl/MLBB-X-TIKTOK/blob/74957087d21ba4043db6d6f80e6a8e76d20b915f/INTRO%20ML%20ACC%20BUND.mp4","","21813","14629","18048"
"415","🔥THE CHARM OF HIGH SCHOOL GIRLS WHO HAVE GRADUATED","TIKTOK","https://i.ibb.co.com/qW9tvVX/pesona-cwek-sma.png","https://github.com/Sparkies01/mlbb-intro/releases/download/v4.1.3/415_PESONA.CEWEK.SMA.Yang.dah.Lulus.zip","https://github.com/bangzvl/MLBB-X-TIKTOK/blob/621c297f6ca28c1b00b1396eea704f60341b41ab/PESONA%20CEWEK%20SMA.mp4","","30530","20460","25714"
"414","🔥COUTER INDIRA SKIN PINK","TIKTOK","https://i.ibb.co.com/DgMvmMY/Salinan-dari-Thumbnail-Youtube-Moderen-Review-Barang-Otomotif-1.png","https://github.com/Sparkies01/mlbb-intro/releases/download/v4.1.3/414_COUTER.INDIRA.SKIN.PINK.zip","https://github.com/bangzvl/MLBB-X-TIKTOK/blob/455fad6196f774843d11155527f26e4ffdf7d2c2/Indira%20skin%20pink.mp4","","13557","11645","10337"
"413","🔥AMU IN THE REAL WORLD CHOY","TIKTOK","https://i.ibb.co.com/dKvLQx8/Salinan-dari-Thumbnail-Youtube-Moderen-Review-Barang-Otomotif.png","https://github.com/Sparkies01/mlbb-intro/releases/download/v4.1.3/413_AMU.DI.DUNIA.NYATA.CHOY.zip","https://github.com/bangzvl/MLBB-X-TIKTOK/blob/0f5d821985e5dba6fd79d83347adb17ebe68a6db/AMU%20DI%20DUNIANYATA.mp4","","5263","7675","4328"
"412","🔥SZS NEW SKIN","TIKTOK","https://i.ibb.co.com/HV9pxj4/SKIN-BARU-SZS.jpg","https://github.com/Sparkies01/mlbb-intro/releases/download/v4.1.3/412_SZS.SKIN.BARU.NIH.zip","https://github.com/bangzvl/MLBB-X-TIKTOK/blob/696c6c31e9dacf2841d280b161131ca71f70f302/SZS%20SKIN%20BARU.mp4","","67483","41190","64547"
"411","🔥SZS HAPPY TERUS","TIKTOK","https://i.ibb.co.com/NjPH5VZ/mentahan-ba-AAckgrounda.jpg","https://github.com/Sparkies01/mlbb-intro/releases/download/v4.1.3/411_SZS.HAPPPY.TERUS.zip","https://github.com/bangzvl/MLBB-X-TIKTOK/blob/624a105fc95f10a5d8c4d53f5d4c6b9546e88bff/MLBB%20X%20SZS.mp4","","29376","27366","21980"
"410","🔥HIS VOICE MAKES DIBO A VIRAL","TIKTOK","https://i.ibb.co.com/SDkm9HB/SUARANYA-BIKIN-CANDU.jpg","https://github.com/Sparkies01/mlbb-intro/releases/download/v4.1.3/410_SUARANYA.BIKIN.CANDU.DIBO.VIRAL.zip","https://github.com/bangzvl/MLBB-X-TIKTOK/blob/e0e5e9bbc3b73ecd25fe7407ba5d8c62557899eb/DIBO%20VERSI%20SUARA.mp4","","16367","13932","11408"
"409","🔥JJ DIBO VIRAL MALARIA PLEASE","TIKTOK","https://i.ibb.co.com/SnrR912/JJ-DIBO-TERNGIANG-NGIANG.jpg","https://github.com/Sparkies01/mlbb-intro/releases/download/v4.1.3/409_JJ.DIBO.MALARIA.VIRAL.DONG.zip","https://github.com/bangzvl/MLBB-X-TIKTOK/blob/c2c01a89f5860d25eb7c05b973c6dabdc26c67d5/JJ%20DIBO%20MALARIA.mp4","mode_publick","20351","16545","17132"
"408","🔥FIRST MEET ORIGINAL JUST HOLD LU","TIKTOK","https://i.ibb.co.com/VC6wBPL/ASALA-AJA.jpg","https://github.com/Sparkies01/mlbb-intro/releases/download/v4.1.3/408_FIRST.MEET.ASAL.PEGANG.AJA.LU.zip","https://github.com/bangzvl/MLBB-X-TIKTOK/blob/67bc5d87ce3d8a8101f26af41f3dfa5e7ab8d9c8/First%20meet%20Mau%20aja%20dia.mp4","mode_publick","4490","11735","2386"
"407","🔥ZQYAA X MLBB SMALL BUT B3S4R","TIKTOK","https://i.ibb.co.com/m4whG48/ZQYA.jpg","https://github.com/Sparkies01/mlbb-intro/releases/download/v4.1.3/407_ZQYAA.X.MLBB.KECIL.TAPI.B3S4R.zip","https://github.com/bangzvl/MLBB-X-TIKTOK/blob/562815b3464667c12c671e83dd200a7992d63b63/ZQYAA%20X%20MLBB.mp4","mode_publick","5477","11809","3096"
"406","🔥THE 2ND VERSION OF TALIA IS MORE SPIRITUAL","TIKTOK","https://i.ibb.co.com/tBmvy7T/TALIA-V2.jpg","https://github.com/Sparkies01/mlbb-intro/releases/download/v4.1.3/406_TALIA.VERSI.KE.2.NYA.LEBIH.SEMANGAT.zip","https://github.com/bangzvl/MLBB-X-TIKTOK/blob/048b37e1f4a78de5ae7a4731922095d9a2dcdc6a/MLBB%20X%20TALIA%20V2.mp4","mode_publick","4034","8572","2268"
"405","🔥RRQ TALIA DIGICELL POE IS THIS","SPORT","https://i.ibb.co.com/9gf9hz8/RRQ-TALIA.jpg","https://github.com/Sparkies01/mlbb-intro/releases/download/v4.1.3/405_RRQ.TALIA.DIGICELL.POENYA.NIH.zip","https://github.com/bangzvl/ML-X-E-SPORT/blob/0e245f2ce1cb9939d8a516c4a828014bc1ef1bfa/RRQ%20TALIA.mp4","","10315","14097","7120"
"404","🔥FIRDA ALEXA","TIKTOK","https://i.ibb.co.com/BTxRDm2/ALEXA-X-ML.jpg","https://github.com/Sparkies01/mlbb-intro/releases/download/v4.1.3/404_FIRDA.ALEXA.X.MLBB.MENGHAYATI.BNGT.zip","https://github.com/bangzvl/MLBB-X-TIKTOK/blob/20b4cd32555b338abd27ef39914dd005d597dfdf/FIRDA%20ALEXA%20X%20MLBB.mp4","","11963","14017","7164"
"403","🔥 HANI FULL SKIN","TIKTOK","https://i.ibb.co.com/bbvPkrq/HANI-FULL-SKIN.jpg","https://github.com/Sparkies01/mlbb-intro/releases/download/v4.1.3/403_HANI.FULL.SKIN.zip","https://github.com/bangzvl/MLBB-X-TIKTOK/blob/fb4d443ddd35c606f0f23bb1e7f730d64c80ec48/HANI%20FULL%20SKIN.mp4","","15455","14714","9608"
"402","🔥GANYU IN REAL LIFE","TIKTOK","https://i.ibb.co.com/178MJJJ/ganyu-real-life.jpg","https://github.com/Sparkies01/mlbb-intro/releases/download/v4.1.3/402_GANYU.IN.REAL.LIFE.zip","https://github.com/bangzvl/MLBB-X-TIKTOK/blob/c992eebbd21e21c1b421fa547ea275a36fd3534f/COSPLAY%20GANYU.mp4","","9133","10291","6452"
"401","🔥LUFFY VS LUCCI THE CAT IS STILL SMALL TOO","ANIME","https://i.ibb.co.com/zFG9kS1/COMEBACK-GEAR-5.jpg","https://github.com/Sparkies01/mlbb-intro/releases/download/v4.1.3/401_LUFFY.VS.LUCCI.KUCING.MASIH.KECIL.JUGA.zip","https://github.com/bangzvl/Intro-Tools-ML/blob/42a5dc5b18be5e841716fbe41fbd1797054bed99/GEAR%205%20COMEBACK.mp4","","41335","50150","36739"
"400","🔥 WHEN L HE IS ANGRY","TIKTOK","https://i.ibb.co.com/KbQhN2m/quality-restoration-20240406123331125.jpg","https://github.com/Sparkies01/mlbb-intro/releases/download/v4.1.3/400_BILA.L.DIA.MARAH.MARAH.zip","https://github.com/bangzvl/MLBB-X-TIKTOK/blob/a18c57a82c896dd582a752655b75601539cec62c/MLBB%20X%20BILA%20L.mp4","","5171","6403","2773"
"399","🔥ADINDAKSA WHAT IS FATHUL IZHAR","TIKTOK","https://i.ibb.co.com/TPK3NS3/adindaksa.jpg","https://github.com/Sparkies01/mlbb-intro/releases/download/v4.1.3/399_ADINDAKSA.APA.ITU.FATHUL.IZHAR.zip","https://github.com/bangzvl/MLBB-X-TIKTOK/blob/5a6e35b4db53e3e37fd0bc6aa11f8940a969c118/ADINDAKSA%20X%20MLBB.mp4","","27365","14050","6220"
"398","🔥GODZILLA X KONG","HD_4K","https://i.ibb.co.com/sKL0W26/godzilla.jpg","https://github.com/Sparkies01/mlbb-intro/releases/download/v4.1.3/398_GODZILLA.X.KONG.zip","https://github.com/bangzvl/MLBB-X-4K/blob/3d730d67f9a047546ff48705c2dafc6501b66a2f/GODZILA%20X%20KONG.mp4","","12402","17059","8477"
"397","🔥CHINESE COSPLAY WHOSE CAT IS THIS?","TIKTOK","https://i.ibb.co.com/xmWXh3L/CHINESE-KUCING.jpg","https://github.com/Sparkies01/mlbb-intro/releases/download/v4.1.3/397_CHINESE.KOSPLAY.DUH.KUCING.SIAPA.INI.zip","https://github.com/bangzvl/MLBB-X-TIKTOK/blob/79da01b009053b99c2d31b6a436f9e0092303e4b/CHINESE%20COSPLAYER.mp4","","7666","8423","4449"
"396","🔥RRQ NO COUNTER","SPORT","https://i.ibb.co.com/5YZgjjX/RRQ-BIBI.jpg","https://github.com/Sparkies01/mlbb-intro/releases/download/v4.1.3/396_RRQ.BIBI.DUH.NO.COUNTER.zip","https://github.com/bangzvl/ML-X-E-SPORT/blob/bf02651ee78984f59cd2d358e159f74d7723b399/BIBI%20KOREA%20RRQ.mp4","","10098","10991","5912"
"395","🔥KAK ILVI BIKIN ADEM","TIKTOK","https://i.ibb.co.com/f8YygJc/mentahan-background.jpg","https://github.com/Sparkies01/mlbb-intro/releases/download/v4.1.3/395_KAK.ILVI.BIKIN.ADEM.zip","https://github.com/bangzvl/MLBB-X-TIKTOK/blob/fc9bb22a95e86f662b367fc015828295f04457cb/ILVI%20BIKIN%20ADEM.mp4","","20762","18307","13516"
"394","🔥DOUYIN HIJAB VERSION","TIKTOK","https://i.ibb.co.com/9w5pFnF/douyin-v-hijab.jpg","https://github.com/Sparkies01/mlbb-intro/releases/download/v4.1.3/394_DOUYIN.VERSI.HIJAB.zip","https://github.com/bangzvl/MLBB-X-TIKTOK/blob/1b18dfaa9d2d6f18807a0a8593eb3c65c42ef708/DOUYIN%20V%20HIJAB.mp4","","12592","13718","6974"
"393","🔥VIRAL MY MIRZA","TIKTOK","https://i.ibb.co.com/T16S1pW/MIO-MIRZA-AJA.jpg","https://github.com/Sparkies01/mlbb-intro/releases/download/v4.1.3/393_VIRAL.MIO.MIRZA.zip","https://github.com/bangzvl/MLBB-X-TIKTOK/blob/7ecb1c513f1ef090055b08dee35c0d3ef25ce2e4/Bukan%20mio%20mirza.mp4","","31552","31212","19152"
"392","🔥ONECHAN MANHWA IS MORE TEASING","TIKTOK","https://i.ibb.co.com/z7BPndK/manhwa-aja-l.jpg","https://github.com/Sparkies01/mlbb-intro/releases/download/v4.1.3/392_ONECHAN.MANHWA.LEBIH.MENGGODA.zip","https://github.com/bangzvl/MLBB-X-TIKTOK/blob/d3b76aa20751f380f86f8d5b7d2884c15d20662b/ONEECHAN%20X%20MLBB.mp4","","9583","10238","4958"
"391","🔥THE QUEEN OF THE HALL IS GETTING IN FRONT","TIKTOK","https://i.ibb.co.com/vjhgnRh/RATU-AULIA.jpg","https://github.com/Sparkies01/mlbb-intro/releases/download/v4.1.3/391_RATU.AULIA.SEMAKIN.DIDEPAN.zip","https://github.com/bangzvl/MLBB-X-TIKTOK/blob/29a5f30fb27ae2d1554a56ce4d742c3035f58be6/RATU%20X%20MLBB.mp4","","7390","7940","3451"
"390","🔥PYRAMIDGAME X MLBB","HD_4K","https://i.ibb.co.com/jGJkG0j/PYRAMID-GAME.jpg","https://github.com/Sparkies01/mlbb-intro/releases/download/v4.1.3/390_PYRAMIDGAME.X.MLBB.zip","https://github.com/bangzvl/MLBB-X-4K/blob/e3429e483aea7084c629b0b672f2bea526c9d1d3/PYRAMIDGAME.mp4","","2790","8317","1537"
"389","🔥CELEB IS NOT ANY CELEB","TIKTOK","https://i.ibb.co.com/5GC7GqW/SELEBGRAM.jpg","https://github.com/Sparkies01/mlbb-intro/releases/download/v4.1.3/389_SELEB.BUKAN.SEMBARANG.SELEB.zip","https://github.com/bangzvl/MLBB-X-TIKTOK/blob/01588bde0a8576eede5892b6b4a6255cfb022d58/BENTAR%20LAGI%20PUASA.mp4","","10171","12880","4552"
"388","🔥WHAT THE FUCK IS THAT BULLET","TIKTOK","https://i.ibb.co.com/qCg9GVN/MANDUT.jpg","https://github.com/Sparkies01/mlbb-intro/releases/download/v4.1.3/388_MANDUT.APANYA.TU.YANG.BULET.zip","https://github.com/bangzvl/MLBB-X-TIKTOK/blob/c99d71448c53c3ba06dc1d361e1b647c1b241a27/mandax.mp4","","13491","11964","7535"
"387","🔥 YOUNG MOTHER'S SOUND IS MORE UHUYY","TIKTOK","https://i.ibb.co.com/X3MCqrc/LEBIH-UHUY.jpg","https://github.com/Sparkies01/mlbb-intro/releases/download/v4.1.3/387_SOUND.MAMAH.MUDA.LEBIH.UHUYY.zip","https://github.com/bangzvl/MLBB-X-TIKTOK/blob/9e4f41f91cd55c27490f97ddf69ca49db3629be5/SOUND%20MAMAH%20MUDA.mp4","","14891","14966","7831"
"386","🔥DOUYIN IH HARD FALLING","TIKTOK","https://i.ibb.co.com/zr7TYTG/TAKUT-JATOKH.jpg","https://github.com/Sparkies01/mlbb-intro/releases/download/v4.1.3/386_DOUYIN.IH.NGERI.JATOH.zip","https://github.com/bangzvl/MLBB-X-TIKTOK/blob/2d31fe647315e7e1a2e247fa00b3882b1501fe5e/DOUYIN%20NGERI%20COPOT.mp4","","19979","19444","10431"
"385","🔥NOW GET IT","TIKTOK","https://i.ibb.co.com/Wf6r9yQ/GANJAR-P.jpg","https://github.com/Sparkies01/mlbb-intro/releases/download/v4.1.3/385_SEKARANG.GANJAR.NIH.zip","https://github.com/bangzvl/MLBB-X-TIKTOK/blob/1fa63880b21549a4686cb214b3f588d99b385487/ML%20GANJAR%20PRANOWO.mp4","","3421","4573","1513"
"384","🔥MLBB","TIKTOK","https://i.ibb.co.com/4Nhc4Dz/quality-restoration-20240219193914510.jpg","https://github.com/Sparkies01/mlbb-intro/releases/download/v4.1.3/384_MLBB.X.PDIP.MENYALA.ABANGKUH.PADA.MASANYA.zip","https://github.com/bangzvl/MLBB-X-TIKTOK/blob/7ea768036246910cb89fd92b324a03386b444b5a/MLBB%20X%20PDIP.mp4","","16292","20033","8178"
"383","🔥DOUYIN CHINA IS TUING TUING","TIKTOK","https://i.ibb.co.com/8bBRSM3/CHINESE-DOUYIN.jpg","https://github.com/Sparkies01/mlbb-intro/releases/download/v4.1.3/383_DOUYIN.CHINA.EMANG.TUING.TUING.YA.zip","https://github.com/bangzvl/MLBB-X-TIKTOK/blob/23c9fe6ecbe19c1456722224d4c65aff0d2ff00f/CHINESE%20GIRL.mp4","","15300","17103","8568"
"382","🔥IT'S NOT DANGEROUS TA PRABOWO GIBRAN","TIKTOK","https://i.ibb.co.com/MNGsKLk/jan-sampe-tau.jpg","https://github.com/Sparkies01/mlbb-intro/releases/download/v4.1.3/382_GAK.BAHAYA.TA.PRABOWO.GIBRAN.zip","https://github.com/bangzvl/MLBB-X-TIKTOK/blob/e01ded6b82369a8587de12ba92f1318efdc1c1a1/PRABOWO%20GIBRAN.mp4","","29922","26106","6957"
"381","🔥EVOS ALYSSA MY BOSS","SPORT","https://i.ibb.co.com/SwVxc9v/EVOS-ALYSSA.jpg","https://github.com/Sparkies01/mlbb-intro/releases/download/v4.1.3/381_EVOS.ALYSSA.BOSKU.zip","https://github.com/bangzvl/ML-X-E-SPORT/blob/05e85aaa89829ee7f71dcb527e5d2bbc19be2d3f/EVOS%20ALYSSA.mp4","","7824","8068","4466"
"380","🔥YUPI'S OTHER EVOS THROUGH CUYYY","SPORT","https://i.ibb.co.com/PF0dmJ8/YUPI-YANG-LAIN-LEWAT.jpg","https://github.com/Sparkies01/mlbb-intro/releases/download/v4.1.3/380_EVOS.YUPI.YANG.LAIN.LEWAT.CUYYY.zip","https://github.com/bangzvl/ML-X-E-SPORT/blob/af6b382ebebb6fbd9be2f3fc738b21a81bad430d/EVOS%20YUPI.mp4","","5828","7317","3481"
"379","🔥 CLAUSIE EVOS IF THEY TALENT WIBU","SPORT","https://i.ibb.co.com/dg4RzD4/CLAUSIE.jpg","https://github.com/Sparkies01/mlbb-intro/releases/download/v4.1.3/379_CLAUSIE.EVOS.SI.TALENT.WIBU.zip","https://github.com/bangzvl/ML-X-E-SPORT/blob/ff1a518fd16431922f65b3758768aa00fd52ea35/EVOS%20CLOUSIE.mp4","","4085","5925","2310"
"378","🔥NADINE ABIGAIL FULL HD CHINDO LOCAL","SPORT","https://i.ibb.co.com/SsKVCHG/NADINE-BTR.jpg","https://github.com/Sparkies01/mlbb-intro/releases/download/v4.1.3/378_NADINE.ABIGAIL.FULL.HD.CHINDO.LOKAL.zip","https://github.com/bangzvl/ML-X-E-SPORT/blob/9f0822d71778acc4f75219e27dae37357f9cdc46/NADINE%20X%20BTR.mp4","","7093","6906","3666"
"377","🔥ANGELCHAN X YUMEKO KNOWS WHO HE IS","TIKTOK","https://i.ibb.co.com/MB5t3GW/ANGELCHAN-X-YUMECO.jpg","https://github.com/Sparkies01/mlbb-intro/releases/download/v4.1.3/377_ANGELCHAN.X.YUMEKO.TAU.KAN.SIAPA.DIA.zip","https://github.com/bangzvl/MLBB-X-TIKTOK/blob/e143ce71989fbff8acd9191c766e1ba9b4d8804f/ANGELCHAN%20X%20YUMEKO.mp4","","9814","7238","4939"
"376","🔥JESS NO LIMIT IS BACK","SPORT","https://i.ibb.co.com/J3DxvXD/JESS-NO-LIMIT.jpg","https://github.com/Sparkies01/mlbb-intro/releases/download/v4.1.3/376_JESS.NO.LIMIT.IS.BACK.zip","https://github.com/bangzvl/MLBB-X-TIKTOK/blob/b81ee44db678e5068f0e9cba8e76cf81464861e5/JESS%20NO%20LIMIT%20SEPUH.mp4","","8026","14459","4431"
"375","🔥DOUYIN X MLBB BECOME CRT PEN","TIKTOK","https://i.ibb.co.com/Rb9pP23/douyin-x-mlbb.jpg","https://github.com/Sparkies01/mlbb-intro/releases/download/v4.1.3/375_DOUYIN.X.MLBB.JADI.PEN.CRT.zip","https://github.com/bangzvl/MLBB-X-TIKTOK/blob/823cbbea1e4ca88d7727c4f549782ce4de26c209/MLBB%20X%20DOUYIN%20CRT.mp4","","23619","21418","13279"
"374","🔥MLBB X AOT TITAN WEAR COLOR","GAME","https://i.ibb.co.com/HYNs5Rb/quality-restoration-20240122200106332.jpg","https://github.com/Sparkies01/mlbb-intro/releases/download/v4.1.3/374_MLBB.X.AOT.TITAN.PAKAI.KOLOR.zip","https://github.com/bangzvl/MLBB-X-GAME/blob/6e7b01dd2cf671f8afb783ca0a5602e419c02ce7/MLBB%20X%20AOT%20PAKAI%20KOLOR.mp4","","17263","27083","12311"
"373","🔥BILLAWW X MLBB ROUND BNGT YA","TIKTOK","https://i.ibb.co.com/H4H9mGX/BILLAW.jpg","https://github.com/Sparkies01/mlbb-intro/releases/download/v4.1.3/373_BIILLAWW.X.MLBB.BULAT.BNGT.YA.zip","https://github.com/bangzvl/MLBB-X-TIKTOK/blob/e4846d8e7cbb885974eaaafc5face3f86e8b9493/MLBB%20X%20BIILLAWW.mp4","","25808","19243","13319"
"372","😭 OLINE SLEEP EYE SECANDU ITU","TIKTOK","https://i.ibb.co.com/NWc9jXr/oline-sleep-eye.jpg","https://github.com/Sparkies01/mlbb-intro/releases/download/v4.1.3/372_OLINE.SLEEP.EYE.SECANDU.ITU.zip","https://github.com/bangzvl/MLBB-X-TIKTOK/blob/9ffb97315922deb970e6018b697f282395fba9e0/OLINE%20SLEEP%20EYE.mp4","","12346","10098","6467"
"371","🔥SENNA SCOUT SKIN IS TRUE","TIKTOK","https://i.ibb.co.com/SJsDXDr/senna-skin-pramuka.jpg","https://github.com/Sparkies01/mlbb-intro/releases/download/v4.1.3/371_SENNA.SKIN.PRAMUKA.AJIB.BENER.zip","https://github.com/bangzvl/MLBB-X-TIKTOK/blob/8b5a11827a17da07a74cb008fcfe3d65f851a35d/SENNA%20X%20SKIN%20PRAMUKA.mp4","","10464","9936","5164"
"370","🔥VIRAL SENNA IS ALIKA","TIKTOK","https://i.ibb.co.com/VBfncsY/senna-aja.jpg","https://github.com/Sparkies01/mlbb-intro/releases/download/v4.1.3/370_VIRAL.SENNA.TERNYATA.ALIKA.zip","https://github.com/bangzvl/MLBB-X-TIKTOK/blob/a50d2351d0e4e0f943967e13b462d3238e4a6b27/SENNA%20V3.mp4","","17426","18284","9376"
"369","🔥VIRAL SENNA V2 JUST KNOW","TIKTOK","https://i.ibb.co.com/CWkZZrz/SENNA-YTTAJA.jpg","https://github.com/Sparkies01/mlbb-intro/releases/download/v4.1.3/369_VIRAL.SENNA.V2.YANG.TAU.TAU.AJA.zip","https://github.com/bangzvl/MLBB-X-TIKTOK/blob/9512f84a46f84e3473cbb6a6913fa89070e98fa5/ML%20X%20SENNA%20TERNYATA%20ALIKA.mp4","","7420","6035","3703"
"368","🔥 TODAY IT'S SO VIRAL","HD_4K","https://i.ibb.co.com/qnStfpq/tersena-sena.jpg","https://github.com/Sparkies01/mlbb-intro/releases/download/v4.1.3/368_HARI.INI.TERSENNA-SENA.VIRAL.zip","https://github.com/bangzvl/MLBB-X-TIKTOK/blob/b83e22421a57243f40ab418a8ee3d549141bbe13/tersenna%20senna.mp4","","10928","16309","6055"
"367","🔥 TODAY IT'S SO VIRAL","TIKTOK","https://i.ibb.co.com/qnStfpq/tersena-sena.jpg","https://github.com/Sparkies01/mlbb-intro/releases/download/v4.1.3/368_HARI.INI.TERSENNA-SENA.VIRAL.zip","https://github.com/bangzvl/MLBB-X-TIKTOK/blob/b83e22421a57243f40ab418a8ee3d549141bbe13/tersenna%20senna.mp4","","9557","8562","4757"
"366","🔥RANNALHADDAR","TIKTOK","https://i.ibb.co.com/qW3LL2Z/RANALHADDAR-X-MLBB.jpg","https://github.com/Sparkies01/mlbb-intro/releases/download/v4.1.3/366_RANNALHADDAR.X.MLBB.BARU.TAU.SAYA.zip","https://github.com/bangzvl/MLBB-X-TIKTOK/blob/77146ac304c7b93b1798ae11b90a082fd2f5ee7c/RANALHADDAR%20X%20MLBB.mp4","","7241","6506","3560"
"365","🔥ECA X MLBB SERBA PINX","TIKTOK","https://i.ibb.co.com/YRvVMYn/ECA-X-MLBB.jpg","https://github.com/Sparkies01/mlbb-intro/releases/download/v4.1.3/365_ECA.X.MLBB.SERBA.PINX.zip","https://github.com/bangzvl/MLBB-X-TIKTOK/blob/d8bcb82bfa1952b628767ed28961bb6d4150b295/ECA%20X%20MLBB.mp4","","14640","18849","8412"
"364","🔥RAIDEN SHOGUN RYOIKI TENKAI","GAME","https://i.ibb.co.com/Mpxx1J7/raiden-shnu.jpg","https://github.com/Sparkies01/mlbb-intro/releases/download/v4.1.3/364_RAIDEN.SHOGUN.RYOIKI.TENKAI.zip","https://github.com/bangzvl/MLBB-X-GAME/blob/2465bf5ee5e1f3317209c870026c4c47519183bc/RAIDEN%20SHOGUN%20X%20MLBB.mp4","mode_publick","11370","16424","7487"
"363","🔥NOTRISA COMEBACK CUY","TIKTOK","https://i.ibb.co.com/3TBtKNT/mlbb-x-notrisa.jpg","https://github.com/Sparkies01/mlbb-intro/releases/download/v4.1.3/363_NOTRISA.COMEBACK.CUY.zip","https://github.com/bangzvl/MLBB-X-TIKTOK/blob/6926299cc4a8f7ed4c336f1db765f415240c5e51/ML%20X%20NOTRISAA.mp4","","6056","7216","3058"
"362","🌀 MY FUJI BALLOON HAS FIVE DOORS","TIKTOK","https://i.ibb.co.com/HtLxY2P/KA-FUJI-X-MLBB.jpg","https://github.com/Sparkies01/mlbb-intro/releases/download/v4.1.3/362_KA.FUJI.BALONKU.ADA.LIMA.DOOR.zip","https://github.com/bangzvl/MLBB-X-TIKTOK/blob/2f6bcf91c46d6c1e13ea83dbb170db3432c058c4/BALONKU%20KA%20FUJI.mp4","","6110","8334","2341"
"361","I'M STUCK SO MUCH!!!","TIKTOK","https://i.ibb.co.com/sPSNWxx/Screenshot-2024-11-03-161028.png","https://github.com/Sparkies01/mlbb-intro/releases/download/v4.1.3/361_TERCEGIL.CEGIL.SEKALI.zip","https://github.com/bangzvl/MLBB-X-TIKTOK/blob/63422eb453b94c20d907df25990cea957868ff78/CEGIL.mp4","","14619","15062","6375"
"360","☂️KOBO","TIKTOK","https://i.ibb.co.com/rZbTvqD/KOBO-X-TOKPEDD.jpg","https://github.com/Sparkies01/mlbb-intro/releases/download/v4.1.3/360_KOBO.X.TOKPED.MASIH.TERNGIANG.NGIANG.GW.zip","https://github.com/bangzvl/MLBB-X-TIKTOK/blob/d22a793ced1c209ab00a1ea8d339f645bb07e0f6/KOBO%20X%20TOKPED.mp4","","12018","9526","6157"
"359","💦 BLONDE TOYA IS DIFFERENT","TIKTOK","https://i.ibb.co.com/n795QBd/toya-pirang.jpg","https://github.com/Sparkies01/mlbb-intro/releases/download/v4.1.3/359_TOYA.PIRANG.EMANG.BEDA.YA.zip","https://github.com/bangzvl/MLBB-X-TIKTOK/blob/a70f99533ca158fb8fe1bf4210a76109a7a1c0d2/TOYA%20PIRANG%20GA%20ADA%20LAWAN.mp4","","35898","25320","18343"
"358","🔥JUJUTSU KAISEN BESTO FRENDO","ANIME","https://i.ibb.co.com/0tHnzH1/jujutsu-kaisen-3.jpg","https://github.com/Sparkies01/mlbb-intro/releases/download/v4.1.3/358_JUJUTSU.KAISEN.BESTO.FRENDO.zip","https://github.com/bangzvl/MLBB-X-TIKTOK/blob/ab02603819052c93bc23054f1dc3b165250920b8/JUJUTSU%20KAISEN%203.mp4","","45033","50283","36386"
